year,source id,target id
2002,111149,3556887
2002,207145,106055
2002,110259,2537870
2002,206045,7881461
2002,205187,9910219
2003,304176,9503023
2002,208202,4694867
2002,207111,1823255
2002,204183,107193
2002,203263,208900
2002,211126,1788931
2002,204127,2709566
2003,302226,9912067
2002,202098,9113943
2002,201194,9508045
2002,201108,9303005
2002,203140,117298
2002,205121,105032
2002,203267,103171
2002,201209,7226
2002,203267,1992306
2003,304044,204239
2003,303210,8789221
2002,112072,9805168
2002,205008,7524146
2003,212329,2395413
2003,301172,6750176
2002,203073,9701107
2002,204157,6578003
2002,109125,9906161
2002,210066,2725400
2002,208071,3117
2002,209122,4455029
2002,209148,9502010
2003,303226,9803115
2002,207003,6961326
2003,302118,204144
2002,207097,6149991
2002,206128,1206
2002,210020,9504134
2002,110028,9503179
2002,203168,74806
2002,210151,9303099
2002,209241,111135
2002,212210,391006
2002,203041,5067038
2002,202180,2823550
2002,204146,426111
2002,112193,112078
2003,303236,9208027
2002,112219,9810013
2002,204020,5096773
2003,301032,7024
2002,207184,9810042
2002,209211,2767258
2002,212091,9742178
2002,201253,4924582
2002,203052,1857106
2003,206196,203201
2003,209032,3191004
2003,301247,9806158
2002,212128,9848915
2002,202208,105045
2002,211106,6048779
2003,301213,9842391
2002,207105,2659715
2003,304105,303037
2002,110010,6282978
2003,304220,203101
2002,205135,7287938
2002,211118,6343890
2002,207002,8061228
2002,207257,9710065
2003,212297,5842517
2002,110188,8386879
2003,303246,9407190
2003,302159,212135
2002,209079,11194
2002,212169,9404013
2003,301163,9601072
2002,205165,9612080
2003,301074,3639334
2002,208119,6434513
2003,303157,6895980
2002,212307,8232
2003,303148,5068309
2002,205131,2980415
2002,208207,6232
2002,205291,205266
2003,304121,5923975
2003,303121,206064
2002,207265,9305016
2003,303256,8075
2002,212313,3561818
2003,303015,9356976
2003,303008,7665827
2002,204004,9805006
2003,302148,7639313
2003,301058,7124054
2002,211181,9909077
2002,204158,4791107
2002,206178,6170281
2002,212070,9604025
2002,211053,7953730
2002,203240,4386073
2003,303182,6890189
2002,108119,112223
2002,209122,205146
2003,303062,8200
2002,207212,203115
2002,203048,9804177
2002,111208,9503099
2002,111181,7838819
2003,301229,9809097
2002,207106,5229159
2003,304187,3971364
2003,301154,2045452
2002,209255,207156
2002,205142,112055
2002,112126,109177
2003,302038,104217
2002,208227,5389931
2002,205321,746003
2003,301106,4555825
2003,304270,207044
2002,201147,9311010
2002,205251,9808032
2002,110298,7655795
2002,112046,107128
2002,210247,7695169
2002,112223,111008
2002,212278,8142
2002,210288,104153
2003,303166,6991858
2003,303210,7688046
2002,209131,2101208
2002,107250,18769
2002,112176,104133
2002,111266,6705395
2003,301079,202133
2002,204220,6097497
2003,303034,110007
2002,206188,202017
2002,211269,11256
2002,206195,5061
2003,303016,3025
2002,209139,205010
2002,209211,9805145
2003,303206,211242
2002,212032,211202
2003,302125,103089
2002,211232,9910004
2002,205131,7528465
2002,208216,2044824
2002,212278,203267
2002,209241,53610
2002,204138,9912120
2003,211288,206118
2002,112115,6188414
2003,212248,9679899
2003,301032,4566938
2002,211198,7242182
2002,212124,1510607
2002,209226,1494005
2002,211115,106212
2002,209107,8096
2003,303204,203211
2002,208081,6358281
2002,201209,9903219
2003,303251,4158
2002,212162,202195
2002,204166,9906236
2002,203083,1404447
2002,210159,5259
2002,205097,9302033
2002,111228,1941591
2002,210270,8269171
2002,212255,4200826
2003,212003,2381985
2002,203041,7697372
2002,209105,2211721
2002,204113,7003819
2003,303133,3588888
2002,201066,105058
2002,9912205,9712216
2002,202022,7893671
2003,204169,4933476
2002,208012,3161563
2002,206192,9612036
2002,202181,9401006
2002,209067,8853741
2002,206002,9909205
2003,205041,6115
2002,203140,2942475
2003,209185,12134
2002,211259,1099285
2003,303109,9711200
2002,212193,9510101
2002,212199,8084153
2003,301020,301002
2002,206170,2479212
2002,210058,204129
2003,304234,5244176
2002,204258,9602083
2003,304115,8677054
2002,206154,2687325
2002,206007,9501077
2002,204056,9711200
2002,210201,7946732
2002,211178,205020
2002,205302,201081
2002,206063,9708041
2003,302081,202210
2002,204013,6395337
2002,207023,9501020
2002,206118,204189
2003,304241,5721144
2002,205132,4829668
2002,110224,9605048
2002,207154,6064
2003,303087,111154
2002,210136,5561734
2002,210157,9511080
2002,206113,110123
2003,304256,105261
2002,210157,7870900
2002,205067,203080
2002,112122,6403618
2002,201177,1535467
2003,303225,202111
2003,303109,9612128
2002,108119,2191262
2002,111280,6213695
2002,201004,8656753
2002,204085,9608018
2002,201075,4736777
2002,207130,9209052
2002,204093,5600707
2002,204129,9205068
2002,9046,9702027
2003,302129,107086
2002,205073,3846814
2003,304020,3935029
2002,201094,6901997
2002,106040,9811139
2003,303204,9079134
2002,202053,6184290
2003,303001,7609387
2003,302049,9711162
2003,304121,5942333
2002,112073,101126
2002,205080,202163
2002,202111,3392696
2002,209137,4285337
2003,304018,9805170
2002,211176,9893770
2002,211001,4808704
2002,201113,941163
2003,209114,2342629
2002,207264,9712117
2003,303060,211220
2002,210064,1246262
2002,203021,112119
2003,210224,207119
2003,304093,9805114
2002,111044,109127
2002,205183,203028
2003,303251,4987328
2002,210170,110114
2002,212029,102097
2002,203084,5859638
2002,206087,205147
2003,303015,9125920
2002,206255,206164
2003,302075,948804
2002,207171,9638157
2002,210127,7011039
2002,203108,4885419
2003,303229,7250023
2002,208018,106112
2003,302125,1220511
2002,211287,206017
2003,302075,3421340
2002,202181,7794938
2002,209079,9807092
2002,210058,112122
2003,304251,3974016
2002,212055,101162
2002,207245,9802109
2002,209095,1204
2002,206154,9911096
2002,202090,9507008
2003,212188,5114
2002,205192,5513324
2002,205156,1871423
2003,303251,9511033
2002,211009,3323196
2002,207255,2969891
2002,111217,9552123
2002,203207,13212
2002,201232,9905111
2003,302170,7232374
2003,301059,212072
2002,202176,1700513
2003,304160,9302103
2002,9704067,9411057
2003,304040,7433959
2003,303191,2160
2003,210107,109162
2003,301024,204156
2002,210231,46765
2003,301154,9680581
2002,210246,2658803
2002,204112,203083
2002,209100,9609161
2003,301250,209263
2002,201059,465266
2002,212293,1184
2003,208110,5577773
2002,210070,7007
2002,202175,9802109
2002,112114,2414707
2002,211138,2385492
2002,207201,9607129
2002,204127,1788941
2002,109133,3271
2002,207092,7215398
2003,212253,1268247
2002,205143,9904105
2003,301226,4857165
2002,209039,6640710
2002,202048,102042
2002,210048,9702042
2002,205034,111062
2002,212210,4453082
2002,206063,3915472
2003,302073,203229
2002,210309,4570455
2003,304196,6635648
2002,9911001,6267887
2002,206101,205233
2002,205242,9327763
2003,303072,9910053
2002,204174,204147
2002,201182,9632648
2002,205024,201007
2002,210122,6815322
2002,203246,108218
2003,301221,203249
2002,212012,4422417
2003,303074,5144670
2003,301226,8847188
2003,301136,211287
2002,207082,203225
2003,301029,1195241
2003,302200,6475126
2002,206010,7714810
2002,210164,5846167
2002,202196,9903193
2002,210189,112028
2003,301235,9378375
2003,303011,9912233
2002,205060,9711200
2002,210249,7262763
2002,203041,102105
2002,205259,103239
2002,207001,322475
2003,303193,212087
2003,304028,210256
2002,112249,2576273
2002,204047,2744910
2003,303172,105204
2002,110005,107263
2002,201037,5029
2002,202011,3113
2003,302198,2222922
2003,302182,201095
2002,110201,9505105
2003,302228,9310073
2002,210272,107134
2003,302150,211274
2003,301180,111098
2002,210187,8140
2002,207249,3444229
2002,211289,2747023
2002,208086,9809553
2002,205290,204168
2002,211110,5392731
2002,105255,7241792
2002,205096,111002
2002,205277,7065
2002,212245,406528
2002,209202,3697501
2002,202032,112198
2002,112251,6098
2002,202191,6011322
2002,206001,109209
2002,211075,8889764
2002,202207,203005
2003,304102,553399
2003,303201,8267153
2002,204186,9511164
2003,210075,2962017
2002,106040,6941487
2003,211238,208012
2002,206183,4961460
2002,207180,1564488
2003,303120,9912072
2002,212231,6846602
2002,201191,6527872
2003,304127,5741623
2002,208112,9810214
2002,212242,3049429
2003,211258,3231
2002,206035,9912094
2002,212278,9665602
2002,203002,499730
2002,208217,9904075
2002,204012,1512067
2002,205104,112177
2002,202053,7954833
2002,205055,6714467
2002,211157,7932064
2003,212316,9407190
2002,208115,9901080
2002,204103,7639048
2003,206196,203041
2002,205084,9284469
2002,201051,7962955
2003,302203,2687948
2003,304019,4791270
2002,209255,204203
2002,201161,4997245
2002,206191,111208
2002,206063,4951134
2002,107250,2898854
2002,202055,7163405
2002,208009,825065
2002,210157,2582638
2003,303229,4725526
2003,304061,2030773
2003,302108,9512062
2003,301002,202189
2002,211213,9607139
2002,212201,9712004
2003,301066,9908142
2003,302150,493666
2002,207157,3134752
2002,212141,1281587
2003,303073,8580372
2002,206101,2687496
2002,203204,837995
2002,205150,3832229
2002,205276,8244051
2003,303095,7528578
2002,205170,3222850
2003,304143,7018
2002,204119,9506138
2002,211054,7693765
2002,209241,3073291
2002,210007,9709087
2002,202205,8639022
2002,207027,101218
2002,206148,3502429
2003,304049,412210
2002,211037,2044
2002,112136,9605032
2002,209106,9702076
2002,206213,4474892
2002,208100,3679729
2002,205230,3248163
2003,303231,9306145
2002,211086,631302
2002,205283,5608234
2002,206089,4124309
2002,212255,12213
2002,211083,4870170
2002,206078,203115
2002,112048,9906142
2002,206108,2271470
2002,206097,128004
2002,212303,2588807
2002,211196,5546137
2002,209051,105111
2003,208091,7783396
2002,208162,10175
2002,202129,112200
2002,211021,9203067
2002,205085,4244766
2002,209125,9602113
2002,210157,9605053
2003,304080,205051
2002,210007,5738673
2003,303232,208101
2002,212236,9186155
2002,209257,205316
2002,201032,9703166
2003,301176,8643226
2002,209057,928875
2003,304262,101198
2002,203231,9802109
2002,212212,9217239
2002,210257,2091
2002,210083,8214152
2003,301030,9680661
2002,209161,9601108
2002,201151,3818786
2003,301066,205242
2003,304253,9697842
2002,207102,3117
2002,211174,1841319
2002,205237,7033
2002,205026,1580519
2002,206068,7047159
2002,210263,6294931
2003,304118,9332813
2002,203021,7221155
2003,301139,9907152
2002,208023,7781765
2003,302044,1553399
2002,112154,9906201
2002,208156,2254109
2002,209255,205085
2002,112114,105094
2002,208136,108057
2003,212253,209085
2003,303054,211241
2003,303208,11073
2002,110211,9705122
2002,207152,9501098
2002,201129,2130576
2002,210313,207107
2003,303141,6452627
2002,112027,5650139
2002,201148,105009
2002,110193,104125
2002,210234,9711200
2003,302140,8929838
2002,210238,1103
2002,207145,12034
2002,210272,111247
2003,303087,5046902
2002,202039,9562711
2002,209122,2367009
2003,209252,9708042
2002,207060,3257154
2003,302085,110258
2002,210017,9607104
2003,303171,44091
2002,203111,104147
2002,205321,9159662
2002,205004,9610021
2002,207171,4378852
2002,202129,4037738
2003,302176,9703226
2002,203006,110021
2003,303184,9708030
2003,304069,4572696
2002,203048,1053
2003,303026,9681763
2002,211078,3046453
2003,302144,713226
2002,111266,106058
2002,202203,8187095
2002,210292,6405605
2002,111256,105262
2002,203266,803152
2002,204235,2184500
2002,212313,11145
2002,209159,110007
2002,202106,10060
2002,202067,8136206
2002,208227,9908018
2003,210032,1824419
2002,201099,9610168
2002,201241,11127
2002,209257,9810109
2002,112006,9704129
2003,304108,8699759
2003,304252,3025273
2002,211076,2075
2003,302150,211194
2003,212133,5209530
2003,301092,104146
2002,204103,6866374
2003,212063,4770988
2002,205066,203153
2002,201037,6167543
2002,212293,9407087
2002,207125,202021
2002,201004,107091
2002,205247,9909070
2002,204128,4153533
2002,207130,6728919
2002,201247,110007
2003,304180,1803083
2003,304226,202148
2002,209153,7049
2002,210014,2877079
2002,202147,9512679
2003,302011,6085667
2003,302171,4101
2003,301142,5700954
2002,206215,4470856
2002,212091,4426756
2003,303124,206038
2003,301196,211249
2002,209224,204051
2002,205272,9205068
2002,204253,7819955
2002,209257,110089
2002,210219,210088
2002,207006,9611090
2002,211012,210169
2002,206188,201127
2002,210184,2285969
2002,212046,7116
2002,204088,101180
2003,301105,9609041
2002,111149,7279537
2002,207074,206054
2003,209203,1940238
2002,210195,9802150
2002,202193,5482435
2002,206016,9909134
2002,202210,106120
2002,211124,207168
2003,303222,9310202
2002,201253,4467038
2003,210133,3017617
2002,203057,9802183
2002,210070,8165
2002,201009,9802030
2002,211129,102101
2003,303160,9612126
2002,208081,8365255
2002,204002,202109
2002,205237,2147387
2003,302033,8056732
2002,210007,9901134
2002,204002,3161027
2002,207116,6523574
2002,206131,1931324
2002,212302,2034
2002,209188,3931613
2002,208028,102112
2002,205245,172130
2003,301062,104119
2003,212020,8590908
2003,209205,2444010
2002,203231,6652005
2003,301171,112236
2003,205041,8863559
2002,202024,8330827
2002,201144,9908142
2002,204213,110302
2002,210256,9802109
2002,111208,9912094
2002,112054,63205
2002,212258,8375343
2002,204027,5198299
2002,208068,5242
2003,212290,6864119
2002,205110,7865915
2002,209156,9204099
2002,209003,9510227
2002,211082,317969
2002,202153,112044
2003,302182,1875050
2002,210070,9303160
2002,205321,7023487
2002,208232,205213
2002,207139,6515377
2002,211203,202135
2003,303198,6837760
2002,205161,108142
2002,106149,3072768
2003,301133,104139
2003,302104,5156
2002,210039,105048
2003,303229,210244
2002,205165,7111335
2002,206176,8281963
2002,210019,9212135
2003,211041,773804
2002,201135,9912094
2002,210292,943869
2003,303101,5556226
2003,304234,3723407
2002,206128,7844838
2002,205109,3218396
2002,202021,110242
2002,109081,9602022
2002,205068,107181
2002,207221,6339835
2002,212012,4676883
2002,204183,845398
2002,212245,3169156
2002,201239,3147758
2002,211095,4171
2002,205062,1533409
2003,304002,4547334
2003,301076,7757970
2002,212081,4629214
2003,301055,812115
2002,301001,12084
2003,302083,208048
2002,201152,939806
2003,212172,8808647
2003,302150,2306769
2002,209261,9912287
2002,209217,9910050
2002,203048,106153
2002,210268,5537651
2003,304116,1150669
2002,201019,2826035
2003,302191,7379402
2002,209147,3006
2002,211259,9397996
2002,203219,106247
2002,207257,8643785
2002,207086,9587920
2003,303135,5604433
2002,210157,906013
2003,302015,111256
2003,301172,7871603
2002,204163,6558736
2003,303255,203231
2002,209030,1503949
2003,301189,8125
2002,211277,9810067
2002,212220,210231
2002,203076,4224092
2002,204120,9805170
2002,107250,106189
2003,304178,1951906
2002,109179,753375
2002,210035,862278
2003,301237,10220
2003,301229,108044
2002,210218,108245
2002,204213,9699606
2002,208041,206059
2002,201135,104097
2002,201210,9912012
2002,207064,5386198
2002,212317,9462815
2002,209188,2805350
2003,302170,9601029
2002,204089,5252584
2002,211261,2271783
2002,201173,3941893
2003,304261,3727594
2002,210292,8420435
2003,210251,107247
2002,203186,3592881
2003,302191,211108
2003,301023,9810085
2002,207172,4868560
2002,207137,1537833
2002,208111,7818768
2003,302195,9909081
2002,202169,7824910
2002,208029,108176
2002,208028,8373044
2002,210145,5630065
2002,209020,106287
2002,208184,107204
2002,204027,102077
2002,203211,1038577
2002,202175,5583396
2002,204004,7411460
2002,204089,1230762
2002,212214,4199641
2002,112104,5288783
2002,207161,3115180
2002,208187,2690051
2002,209102,7424944
2003,304035,3757336
2002,206110,2894323
2002,208190,111274
2002,210134,9805170
2002,212347,7575187
2002,204166,9710227
2003,301125,4825205
2003,301187,9777067
2002,204249,9609239
2002,207146,204070
2002,202140,9904120
2002,207228,111279
2002,111158,9207016
2002,206079,205033
2003,301161,9901045
2002,204089,111180
2002,106181,103013
2003,304030,9908142
2003,304271,4809651
2002,209155,208179
2003,304263,4290195
2002,211075,3852291
2002,111208,7291315
2002,210173,7592098
2003,304001,5336046
2002,107207,9407193
2003,210264,9301067
2003,304018,2289310
2002,201002,5015
2002,212317,205146
2003,301120,105308
2002,201113,6670091
2002,205221,205033
2002,210157,3112125
2003,303223,205134
2002,204224,9601025
2002,208018,2575077
2002,208010,205279
2002,207243,1453350
2002,204058,8244347
2003,303089,5211306
2002,207273,5590612
2003,301111,3608619
2003,208146,9910030
2002,205057,9707185
2003,302194,206063
2002,206065,206221
2003,302098,9317069
2002,203157,9711077
2002,203013,4022
2002,207067,1881973
2003,304268,9802082
2002,112114,9712105
2002,208144,4540084
2003,302228,7214610
2002,211135,4312945
2002,205100,112119
2003,211221,8763948
2002,201214,3820879
2002,206154,7656166
2002,205015,106004
2002,211178,9812062
2002,202002,9411048
2003,212295,8429917
2003,301080,4063788
2002,203231,506309
2002,212126,9910040
2002,203250,6520919
2003,302130,2098158
2002,201253,6663675
2002,201116,9809016
2002,204063,9610002
2002,210019,2310736
2003,301066,5336772
2002,104118,8087
2003,301091,107106
2002,206188,104073
2002,206144,9610148
2003,301063,211102
2002,201187,103171
2002,210171,102044
2003,304197,8561490
2002,205074,72078
2002,207266,2927361
2002,209150,9239017
2002,112249,1443139
2003,301104,112191
2002,201174,6010791
2003,210278,201154
2002,208115,6512556
2002,210003,8179881
2002,106042,9205088
2003,303220,211217
2002,112231,9386051
2002,210303,206220
2002,205213,2753262
2002,205073,321797
2002,207116,5872455
2002,203025,9705237
2002,205190,4677452
2002,206012,9907186
2002,212199,3186291
2003,301094,9608379
2002,211271,211052
2002,112147,10105
2003,212116,7828646
2003,303036,208058
2002,110028,3343098
2003,303151,9540884
2002,206223,5302992
2002,109005,2107833
2002,212066,205096
2003,301080,208165
2002,210239,3627945
2002,204172,102112
2003,211258,4418107
2002,209006,3737488
2002,201048,9805183
2003,303221,2665622
2003,301226,351535
2003,302224,203260
2002,204083,10252
2002,108099,2962398
2002,209155,6938459
2002,208068,5780625
2002,209230,9811258
2002,201026,6696091
2002,112126,12193
2002,202198,202060
2002,204227,104073
2002,212193,9721257
2003,212047,3434106
2002,209100,7114377
2003,304271,4105991
2002,202103,9712214
2002,202057,9807076
2002,207273,2218968
2002,212142,3254094
2003,302150,110050
2002,204159,106048
2002,205070,9501068
2002,212043,8797971
2003,205061,6168011
2002,209009,6598313
2002,112177,540548
2002,201164,10043
2003,304040,6251
2003,209203,9801673
2002,209170,4563508
2003,211010,6846819
2002,212147,1901508
2002,212284,9812019
2003,301203,2569414
2002,209145,2228109
2002,211182,5444580
2002,110260,102149
2002,204148,9146343
2003,212316,201151
2002,112152,101176
2002,210146,8301991
2002,205233,9909108
2003,302191,9810091
2003,301076,9700420
2002,211285,6421284
2002,206066,7046
2002,206214,201081
2003,303218,1722643
2002,204148,9610192
2002,205279,202153
2002,207212,1760818
2003,303191,209150
2002,203107,9806167
2002,208041,3965497
2002,207244,6530851
2002,203257,9711200
2002,201268,1555352
2002,206112,112026
2002,212141,981388
2002,205008,203082
2003,302192,2954541
2002,202008,4087563
2002,201041,8891274
2003,302087,9379129
2002,206154,541024
2002,210062,9206026
2002,204089,9904071
2002,211144,5572422
2003,301136,211017
2002,208222,7840146
2002,204089,9908025
2002,106286,9810225
2002,208013,208046
2002,207031,203040
2003,209098,3242
2002,201031,2009
2002,201205,7024
2003,304198,205314
2002,205060,9812163
2002,204220,105135
2003,303225,9606136
2002,205254,9904095
2002,212185,208058
2003,303186,8057
2002,202002,9902134
2003,303171,7679853
2002,210209,9507050
2002,210221,1197651
2002,208142,1971888
2002,207098,5984858
2002,204154,3460726
2003,212096,6718316
2002,211126,5802226
2002,209241,9908025
2002,206090,205185
2002,202084,9507158
2002,202157,6676284
2002,212030,203149
2003,304053,4077826
2002,203005,5937509
2002,202022,107002
2002,111081,11118
2002,206016,3084721
2002,204076,9209054
2003,304210,5145
2002,211108,9408099
2002,205063,202173
2002,206223,9810008
2003,304127,2984410
2003,210029,914915
2002,212244,4747412
2002,205060,9710142
2003,212202,5059379
2002,211122,202109
2003,212144,7024
2002,210093,9904017
2002,207188,4732032
2002,212070,9304035
2002,205284,8095581
2003,304210,9611173
2003,303256,4803819
2002,204146,203028
2003,301178,6451135
2002,110188,104241
2002,211100,8392013
2002,204158,7227837
2002,205317,9809033
2002,204138,5620278
2002,209022,6570789
2002,110149,5218124
2003,301223,104168
2002,209050,2805844
2003,303251,105262
2002,205251,7845914
2002,211068,110272
2002,203163,7567186
2002,207097,104143
2002,211167,3440756
2002,203129,7185661
2002,204225,105274
2003,301084,6774451
2002,201205,9908064
2002,203048,9904068
2003,304271,9864997
2002,210249,5685923
2002,205107,106048
2002,206239,6926657
2003,304247,9912271
2002,211052,209085
2002,208119,1067937
2002,209061,3905632
2002,201032,8008
2003,303025,9302090
2002,202188,202167
2002,204054,2230
2002,207128,103133
2003,303139,533007
2002,206086,6549823
2003,303016,3808918
2002,205098,204071
2002,207114,9812127
2002,209190,9911029
2002,210007,3867730
2002,210157,9801067
2002,204253,6698397
2002,112053,7030722
2002,207173,5576800
2002,207111,101001
2002,203190,4760472
2002,203110,9711081
2002,201253,104016
2002,204089,9812088
2002,204090,9909031
2002,203017,7055701
2002,202199,5875488
2002,202151,105058
2003,211134,9512080
2003,301031,4383343
2002,110010,12138
2002,202014,112027
2003,302171,6070571
2002,211172,9385055
2002,211207,9205089
2003,212024,3403780
2002,201243,9114282
2002,206066,7907773
2003,303034,1088708
2002,212313,9909196
2002,207099,9606003
2002,204154,9611160
2003,302105,395190
2002,209122,5085501
2003,302098,8190144
2003,304108,303057
2002,205080,8296000
2003,302075,3650514
2002,212009,2425463
2002,110146,6837860
2003,301172,3750593
2003,304270,5716700
2002,203089,8962576
2002,211222,9109699
2002,204227,3027500
2003,212047,6734340
2002,211161,9174102
2003,304192,208196
2002,209054,9908134
2002,208178,3755384
2002,203247,5540130
2002,207130,9504028
2003,302132,1391549
2002,105255,102093
2002,212345,746550
2003,303194,5049
2002,204221,9711165
2003,303153,6149568
2002,210157,3277396
2003,303024,7175
2003,301133,2194
2002,211136,4817217
2003,302206,6709428
2002,207199,5145
2002,201047,5643315
2003,301142,7183382
2002,212146,106044
2003,209203,107134
2002,210246,4177713
2003,303065,212212
2002,210054,108075
2003,301119,202210
2003,303218,4065689
2002,207001,204260
2002,202174,6024700
2002,204129,4597799
2003,302059,9203081
2002,210132,201062
2002,206094,3918197
2002,207199,8395666
2002,212126,1815968
2003,302207,9910006
2002,207175,112044
2003,304007,7223947
2002,210137,9809599
2002,210060,2220818
2003,301040,978352
2003,303219,9202085
2002,110005,2186082
2002,112046,7189884
2002,201069,3887289
2003,301196,2367911
2002,207052,9610043
2002,203215,9604196
2003,301036,211188
2002,210064,4091994
2002,205321,9376124
2003,303121,2786811
2002,206221,110196
2002,206020,204051
2002,212055,6850394
2003,302169,9302116
2002,212348,9690034
2003,304044,205218
2003,302171,206155
2002,201248,9812239
2002,203269,9908142
2002,212143,1309592
2002,211200,8498051
2003,211258,7208764
2002,208207,3061
2003,302196,9910071
2002,212206,1336882
2003,303083,6329550
2002,207067,205033
2002,211259,6013543
2002,207135,3198
2003,302195,9203248
2002,206141,109039
2002,112231,105168
2003,304005,2964425
2003,303234,303194
2002,209063,204080
2002,201054,9363944
2002,206060,7043
2002,201061,4660993
2002,110298,2436442
2002,204097,107015
2002,209241,9404008
2002,202063,9311009
2002,203004,3262091
2002,201029,9710116
2002,205218,205043
2002,207193,6068
2003,208087,7189595
2002,210209,4284925
2002,201015,7761590
2002,211222,9764338
2002,205204,9904116
2002,112141,893582
2003,302168,2868695
2002,112013,9908076
2002,203206,9912152
2002,207026,67421
2002,205259,9463503
2002,205116,2073180
2002,212227,1116658
2002,204004,9802150
2002,212311,4489432
2002,208059,3554823
2002,203048,9907030
2003,212047,209203
2002,202202,5791892
2002,202156,6646915
2002,208142,207156
2002,212314,3796880
2002,209246,8344298
2002,207257,2733324
2002,206202,2617651
2003,209098,4966666
2002,203260,6546210
2002,202062,110057
2002,206195,202111
2002,112013,104049
2002,206122,3975346
2002,210282,9675773
2003,301190,2884401
2002,211138,9911068
2003,209114,9901102
2002,112200,9907210
2003,301084,7156
2002,204168,204158
2003,303135,9606112
2002,207206,3156984
2002,202127,3461183
2002,104246,2932679
2002,212010,2413965
2003,212069,8486692
2002,208119,111210
2002,111228,9907141
2003,304051,303068
2002,204257,9903190
2002,209223,9871097
2003,301230,332155
2002,208165,207105
2002,112228,3159014
2003,302125,102174
2002,201028,2831472
2002,210312,2991377
2002,112231,111069
2002,205259,109004
2002,110201,9505171
2002,202153,6759652
2003,301090,206045
2002,205279,202021
2002,112214,9551280
2003,211162,6282912
2002,205067,9802109
2002,209197,7814798
2003,303255,204234
2002,110201,274570
2002,202165,7023812
2002,202131,9711165
2002,111092,3087389
2002,205067,1873224
2003,303122,6812004
2002,205017,271111
2002,205074,9590799
2002,203206,202116
2002,204089,4031210
2002,201025,6046
2002,207201,7007
2002,207130,1927698
2003,303154,9605030
2002,203207,9912143
2002,208196,205085
2002,211248,9170767
2002,206171,12072
2002,204260,204164
2002,207029,10215
2002,209263,206073
2003,301186,1891616
2003,212246,3913749
2002,204054,5697043
2002,212323,3286
2002,210181,4940783
2002,202167,103195
2003,301136,4532118
2002,211110,104035
2002,202098,502788
2002,202117,5106
2002,208176,201007
2002,105097,3614275
2002,111101,8541370
2002,212113,6876767
2003,301040,207177
2003,303191,10088
2003,301171,882532
2002,206109,9904207
2002,202028,2056255
2002,212265,9803050
2002,203076,7326097
2002,210200,9908130
2003,302221,9605028
2002,206175,4465872
2002,202203,3853081
2003,303103,302184
2002,202184,106117
2002,110188,9503115
2003,301102,2444356
2002,203095,9908040
2002,205067,203093
2002,204042,9704210
2003,210133,5007282
2002,204080,9802202
2003,301136,1054803
2002,212307,110034
2002,205301,9712172
2002,204113,112224
2003,302125,9810188
2002,202172,8927460
2003,303229,9512059
2003,210279,4014
2002,208163,1151869
2002,201042,105115
2002,104212,9902008
2002,205204,263311
2002,208023,7514547
2002,212260,9809127
2002,209138,206255
2002,211252,11040
2002,203139,9402038
2002,205020,8946345
2003,304227,7657339
2002,211127,1608016
2003,303045,740592
2002,205080,112223
2002,206239,321831
2002,206010,204025
2002,206228,203201
2002,207066,3103219
2002,210157,6869899
2002,207238,208020
2003,304047,203081
2002,208171,110108
2002,205109,4524357
2002,210093,8985518
2002,211091,9336829
2003,304231,9610172
2002,201199,8096
2003,303095,8679337
2002,201096,9611024
2002,201227,237900
2002,203034,4464405
2003,302059,112113
2002,201232,5052
2002,204112,201004
2002,206051,4282630
2002,208055,1159
2003,212333,5268066
2003,301140,205146
2002,208092,3946768
2003,303035,5681014
2002,201108,109008
2002,201188,4947486
2002,209206,9906039
2003,303095,106245
2002,210206,2094365
2002,206045,9421371
2002,207245,3383114
2002,208005,2975659
2003,212274,211075
2003,304011,2748954
2002,208127,9909134
2002,106286,2728531
2003,303051,483139
2002,211133,9601099
2002,211216,5824882
2002,202126,3780607
2002,206188,9911055
2002,201037,9804026
2002,202085,112200
2002,204112,4347492
2002,205104,3538923
2002,105083,7215
2002,205134,628367
2002,112231,111208
2002,109125,5159
2003,302211,4417874
2002,210243,7651655
2002,201158,1590123
2003,304098,3025
2003,304217,8924391
2003,304241,108187
2002,201032,479591
2002,211177,9605212
2002,205230,9205027
2002,210157,9711205
2003,212155,8050800
2002,208043,108186
2002,206007,4008690
2002,208018,202193
2002,112200,104202
2002,111208,9805170
2002,204206,203211
2002,211245,3142015
2002,211178,204146
2003,303095,5673411
2002,207117,3630115
2002,212225,9364948
2002,209122,204203
2003,212281,105155
2002,1077,9708040
2002,211274,1306107
2002,211042,4463456
2002,201254,109021
2002,111266,111168
2002,210229,208081
2002,205103,6982449
2002,212053,9811053
2002,201183,8802843
2002,211213,9903215
2002,202129,3804952
2002,201253,9906201
2003,303236,410133
2002,210014,8926163
2003,302152,4437507
2003,110026,9604125
2003,302230,9802109
2003,303219,9812013
2002,210310,4872818
2002,206164,5537360
2002,205202,6403669
2002,205246,9507143
2002,201047,3654969
2002,212112,107138
2002,207245,111217
2003,301229,3187
2003,304018,112084
2003,211013,719986
2002,211068,4138428
2002,112214,106010
2002,210095,7584087
2003,302125,109032
2002,112214,213620
2002,204112,6867714
2002,202183,104180
2002,202131,1176082
2003,304005,3143756
2002,206080,9208027
2002,203023,9711200
2003,303191,11041
2002,209189,3356007
2002,211263,1110512
